pl_name,pl_bmasse,pl_rade,pl_eqt,st_teff,sy_dist
Kepler-1987 e,4.35,1.92,643.0,4769.0,595.683
KELT-3 b,616.5902,17.48604,1816.0,6304.0,210.252
Kepler-417 c,7.7,2.69,616.0,5177.0,973.989
KMT-2017-BLG-1146L b,230.0,14.0,,,6500.0
Kepler-1213 b,1.81,1.19,1156.0,6050.0,807.812
Kepler-1020 b,5.82,2.28,325.0,5227.0,415.358
Kepler-682 b,42.6,7.37,753.0,5559.0,1979.25
K2-194 b,12.9,3.64229858,,5979.0,629.51
Kepler-1993 b,16.1,4.15,903.0,5159.0,1031.91
Kepler-579 b,4.66,2.0,730.0,5636.0,530.765
HD 216770 b,181.1631,14.1,,5399.0,36.6625
Kepler-1074 b,2.1,1.25,568.0,4002.0,250.817
WASP-133 b,368.6828,13.56289,1790.0,5700.0,559.084
Kepler-1126 c,2.7,1.45,305.0,5678.0,635.736
TOI-1224 b,5.08,2.104,541.0,3326.0,37.3312
TOI-564 b,464.98529,11.43318,1714.0,5640.0,199.581
Kepler-1656 c,126.4,14.0,,5569.0,185.875
TOI-1410 c,27.0,5.63,,4635.0,72.7512
HATS-55 b,292.72143,14.022459,1367.0,6214.0,609.838
WASP-183 b,159.55066,16.47723,1111.0,5313.0,325.377
HD 45184 b,12.19,3.52,,5869.0,21.9532
Kepler-700 b,30.0,5.99,452.0,5692.0,1491.76
WASP-170 b,508.528,12.285064,1422.0,5600.0,305.603
TOI-1693 b,2.57,1.41,764.0,3499.0,30.7947
OGLE-2018-BLG-0298L b,44.49597698,7.56,,,6540.0
OGLE-2013-BLG-0102L b,4100.0,12.3,,,3040.0
Kepler-948 b,4.08,1.85,841.0,5679.0,868.017
TOI-1472 b,18.05,4.058,891.0,5100.0,121.84
Kepler-1894 c,1.92,1.21,1007.0,5772.0,935.191
TOI-532 b,61.5,5.82,867.0,3927.0,135.047
Kepler-1996 b,5.73,2.26,392.0,4580.0,440.561
LP 714-47 b,30.8,4.7,700.0,3950.0,52.616
TOI-921 b,12.2,3.53409617,951.0,6011.66,294.015
Kepler-1278 b,1.01,1.01,1213.0,6074.0,889.426
HD 106270 b,3623.2438398,12.4,,5509.0,93.808
Kepler-1977 b,3.39,1.66,798.0,4805.0,592.711
HATS-10 b,167.17858,10.861521,1407.0,5880.0,534.889
Kepler-1801 c,8.8,2.91,371.0,5738.0,839.332
Kepler-472 b,10.5,3.22,876.0,4996.0,306.602
Kepler-1129 b,9.06,2.96,737.0,5831.0,1183.88
Kepler-1275 b,2.79,1.48,1368.0,6296.0,1153.98
Kepler-1052 c,5.9,2.3,302.0,5818.0,943.444
HATS-61 b,1080.622,13.394755,1226.1,5542.0,679.761
Kepler-656 c,2.57,1.41,975.0,5550.0,890.352
Kepler-1471 c,4.19,1.88,841.0,5533.0,978.678
Kepler-60 c,3.85,1.9,1023.0,5905.0,1025.1
Kepler-784 c,3.02,1.55,844.0,5676.0,1303.72
WASP-49 b,117.5971,12.44199,1400.0,5600.0,194.553
WASP-15 b,171.6282,15.80469,1676.0,6300.0,282.091
Kepler-1869 c,0.33,0.74,1455.0,5808.0,113.025
Kepler-1987 c,2.33,1.33,860.0,4769.0,595.683
Kepler-1669 d,1.98,1.22,669.0,4224.0,543.444
Kepler-1870 b,5.07,2.10143764,1046.0,5508.0,407.216
K2-8 c,6.39,2.41,801.0,4870.0,403.513
Kepler-1339 b,0.285,0.71,1642.0,5586.0,371.049
Kepler-865 c,0.64,0.89,914.0,5440.0,586.137
Kepler-2000 c,3.09,1.57,359.0,3757.0,320.588
Kepler-864 c,3.26,1.62,1532.0,6213.0,2022.9
Kepler-1905 b,2.69,1.4460734,1212.0,5788.0,1051.53
Kepler-230 c,4.82,2.04,359.0,5588.0,740.754
Kepler-1839 b,4.46,1.9493759,1049.0,5926.0,1136.6
Kepler-694 b,8.25,2.8,914.0,5700.0,1023.06
K2-32 e,2.1,1.212,1066.0,5271.0,157.682
Kepler-1984 b,37.3,6.81,675.0,3638.0,
Kepler-1987 b,2.04,1.23,997.0,4769.0,595.683
Kepler-919 b,5.69,2.25,869.0,6113.0,1119.87
Kepler-1181 c,4.01,1.83,1124.0,6688.0,938.417
Kepler-1858 b,6.44,2.42168247,330.0,4939.0,833.055
Kepler-975 c,80.2,10.69,1168.0,4883.0,426.088
HD 95872 b,1188.6842,13.0,,5312.0,72.2195
Kepler-411 b,25.6,2.401,1138.0,4974.0,153.676
NGTS-16 b,211.99154747,14.57167491,1177.0,5550.0,898.168
K2-31 b,563.83042,11.88154,1688.0,5280.0,110.527
K2-39 b,28.6047,6.27704,1670.0,4881.0,307.47
HIP 38594 c,48.4,7.94,,4086.3,17.7886
Kepler-144 b,2.33,1.33,1253.0,6075.0,384.917
Kepler-1121 b,4.31,1.91,1008.0,6231.0,482.047
HD 10442 b,472.61321,13.6,,4912.0,135.374
Kepler-402 d,2.48,1.38,1006.0,6090.0,625.339
TOI-4515 b,637.0,12.17,705.0,5433.0,193.499
AU Mic c,14.46,2.79,424.7,3540.0,9.7221
HAT-P-7 b,584.8072,16.92559,2733.0,6389.0,341.079
AU Mic b,8.99,4.79,554.8,3540.0,9.7221
WASP-63 b,117.5971,15.80469,1469.91,5550.0,290.684
TOI-3540 A b,375.03752026,23.53885947,1498.0,5810.0,
HATS-62 b,56.89157,11.825495,1237.0,5416.0,523.067
Kepler-1690 b,8.3,2.81109223,267.0,5404.0,703.789
Kepler-1118 b,7.95,2.74,502.0,5688.0,888.325
Kepler-150 b,2.1,1.25,1131.0,5560.0,891.092
Kepler-1841 b,2.82,1.48912557,542.0,5190.0,631.7
Kepler-620 b,11.0,3.32,849.0,6155.0,1355.28
HD 105618 b,25.42627256,5.44,,5671.0,70.0837
KMT-2016-BLG-1836L b,700.0,13.3,,,7100.0
NGTS-12 b,66.10864,11.747032,1257.0,5690.0,446.442
Kepler-1669 b,8.15,2.78043818,530.0,4303.0,543.444
K2-341 b,10.4,3.21,598.0,5817.0,421.408
TOI-262 b,4.94,2.07,584.0,5310.0,43.932
Kepler-347 d,9.48,3.04,482.0,5592.0,1298.88
55 Cnc e,7.99,1.875,1958.0,5172.0,12.5855
K2-329 b,82.6358,8.675766,650.0,5282.0,233.237
Kepler-405 b,4.98,2.08,785.0,5818.0,1065.08
HIP 114933 b,616.58710958,13.4,,4823.0,101.766
NGTS-18 b,129.99181846,13.56286665,1381.0,5610.0,1096.19
Kepler-129 b,20.0,2.4,910.0,5770.0,408.845
GJ 3082 b,8.2,2.79,,3910.0,16.6186
HD 136352 b,4.72,1.664,905.0,5664.0,14.682
HD 221420 b,7278.2705203,12.0,,5847.0,31.1415
HD 136352 c,11.24,2.916,677.0,5664.0,14.682
Kepler-1723 b,8.65,2.88046569,568.0,6072.0,811.278
Kepler-1176 b,6.57,2.45,595.0,5844.0,864.699
Kepler-1783 b,2.3,1.31946731,1088.0,5129.0,264.078
TOI-6255 b,1.44,1.079,1256.46,3421.0,20.3167
TOI-157 b,375.0394,14.414774,1588.0,5404.0,355.683
OGLE-2017-BLG-0640L b,514.88201934,13.5,,,6630.0
OGLE-2013-BLG-1761L b,860.0,13.2,,,6900.0
OGLE-2017-BLG-1099L b,959.84178914,13.1,,,7250.0
Kepler-1421 b,0.749,0.93,1209.0,6335.0,783.401
Kepler-1442 b,14.7,3.93,522.0,6394.0,608.68
Kepler-414 b,3.5,1.71,1024.0,5536.0,413.46
HD 13808 c,9.96,3.13,,5035.0,28.2305
TOI-1333 b,753.2571,15.647764,1679.0,6274.0,200.492
HD 13808 b,11.2,3.35,,5035.0,28.2305
HD 136352 d,8.82,2.562,431.0,5664.0,14.682
K2-185 b,1.6,1.15,809.0,5788.0,268.357
K2-59 b,6.39,2.41,,5055.0,311.313
Kepler-1976 b,,12.21,1103.0,5712.0,1314.51
HAT-P-61 b,335.9446262,10.07687365,1505.0,5587.0,338.84
TOI-849 b,41.8,3.64,1932.0,5257.0,225.734
Kepler-1491 c,6.53,2.44,530.0,5626.0,2065.59
Kepler-1834 c,1.98,1.22,1541.0,4821.0,500.395
Kepler-1518 c,8.75,2.9,1094.0,6432.0,903.51
TIC 270471727 b,8.0,2.75029559,1147.1,5271.39,182.104
Kepler-348 c,2.33,1.33,888.0,6177.0,570.783
Kepler-1200 b,1.2,1.06,1174.0,4612.0,588.715
HD 204941 b,73.1009,10.1,,5026.0,28.7165
HD 68988 c,4776.96095721,12.2,,5883.41,60.8447
HD 101581 b,0.827,0.956,834.0,4675.0,12.7781
OGLE-2017-BLG-0406L b,130.0,14.2,,,5200.0
KMT-2017-BLG-0428L b,5.59,2.23,,,5400.0
Kepler-698 b,13.1,3.68,727.0,5612.0,1995.57
WASP-121 b,371.85923619,19.52604438,2409.0,6628.0,269.898
GJ 536 c,5.89,2.3,290.5,3641.0,10.4092
TOI-663 b,4.45,2.27,674.0,3681.0,64.2308
TOI-1259 A b,140.16232749,11.45557828,963.0,4775.0,118.106
Qatar-4 b,1938.763,12.722215,1385.0,5215.0,329.036
K2-113 b,410.0007,12.14,1098.0,5660.0,635.722
TOI-150.01,797.7533,14.067295,1404.5,6255.0,336.267
TOI-2107 b,263.79757781,13.57407563,1397.0,5627.0,236.705
Kepler-1321 b,21.5,4.92,408.0,4094.0,769.146
HD 10180 h,64.4,9.4,,5911.0,38.9607
HD 7924 b,2058.25676373,,825.9,5131.0,16.9922
HIP 57274 d,167.4,14.2,,4640.0,25.8618
HD 215152 e,975.41538108,,,4935.0,21.5974
KMT-2020-BLG-0414L c,8581.366989,11.9,,,1220.0
GJ 328 b,797.74930157,13.3,,3897.0,20.5266
HD 16175 b,1875.1876013,12.8,,5981.0,59.859
Kepler-1195 b,4.98,2.08,702.0,4965.0,918.566
Kepler-739 b,11.0,3.32,775.0,5601.0,1370.65
K2-268 e,2.33,1.33,801.0,5106.0,327.783
K2-268 f,5.6,2.23,492.0,5106.0,327.783
K2-268 b,2.86,1.5,1136.0,5106.0,327.783
K2-146 c,7.49,2.19,,3385.0,79.3002
OGLE-2013-BLG-0341L B b,1.66,1.16,,,911.0
TOI-1248 b,27.4,6.8084859,952.09,5205.0,168.735
Qatar-7 b,597.5204,19.0553,2053.0,6387.0,705.981
HATS-22 b,870.8542,10.682177,858.0,4803.0,229.518
TOI-1291 b,27.1,5.63826391,1649.0,6139.95,428.123
TOI-1722 b,17.6,4.38298108,952.0,5999.55,136.419
TOI-1756 b,4.43,1.94225664,696.39,3891.86,86.7159
K2-336 b,1.98,1.22,569.0,5424.0,239.289
K2-334 b,27.2,5.65,1380.0,6502.0,371.823
EPIC 212297394 b,2.79,1.48,1149.0,5171.0,418.395
HAT-P-38 b,84.857,9.247,1082.0,5330.0,255.206
K2-331 b,3.86,1.79,909.0,5994.0,211.43
TOI-5232 b,743.71847238,12.778238,1772.0,6500.0,609.388
K2-342 b,4.78,2.03,861.0,5920.0,208.357
V1298 Tau e,15.3,10.17,527.0,4970.0,108.199
V1298 Tau c,4.7,5.08,953.0,4970.0,108.199
Kepler-1914 b,8.97,2.9429803,585.0,5982.0,1621.56
Kepler-224 c,9.91,3.12,758.0,5018.0,782.088
HAT-P-64 b,184.34047606,19.08889413,1766.0,6457.0,651.897
K2-348 b,10.7,3.26,908.0,5077.0,201.856
HATS-40 b,505.3497,17.71022,2101.0,6460.0,1342.29
TOI-4578 b,5.77,2.26974262,842.42,5951.32,182.249
TOI-4898 b,13.4,3.7197954,667.0,4201.57,98.5958
BD+45 564 b,432.24663352,13.6,,5004.0,53.622
Kepler-911 b,7.27,2.6,931.0,6112.0,556.168
K2-353 b,26.3,5.55,735.0,5698.0,268.515
TOI-1749 c,14.0,2.12,673.0,3985.0,99.5561
TOI-431 b,3.07,1.28,1862.0,4850.0,32.5686
Kepler-795 b,3.46,1.68,580.0,5631.0,492.122
K2-340 b,11.2,3.36,606.0,5532.0,738.136
Kepler-163 b,1.16,1.05,906.0,5776.0,689.814
K2-330 b,8.1,2.77,969.0,6232.0,160.125
K2-268 c,7.7,2.69,696.0,5106.0,327.783
Kepler-668 b,7.75,2.7,790.0,5352.0,784.618
K2-352 d,5.6,2.23,727.0,5791.0,176.051
K2-352 c,4.35,1.92,885.0,5791.0,176.051
K2-335 b,5.52,2.21,949.0,6222.0,557.993
CWISEP J193518.59-154620.3 b,4926.3403085,12.2,390.0,,14.43
TOI-5926 b,44.6,7.56807148,987.0,5388.92,275.103
TOI-6393 b,8.04,2.75958542,696.0,5008.2,186.229
TOI-2071 b,7.1,2.56484195,1029.33,5755.41,231.311
TOI-2227 b,9.79,3.09885187,1164.0,5889.54,165.441
TOI-4030 b,28.8,5.8462559,1384.0,5640.37,571.615
TOI-4513 b,6.11,2.34587608,653.0,5623.93,102.609
K2-268 d,2.83,1.49,888.0,5106.0,327.783
HD 79181 b,203.41018048,14.1,,4862.0,103.335
HD 10975 b,143.02278315,14.3,,4840.0,116.506
HD 99283 b,308.29355479,13.8,,4886.0,111.093
Kepler-989 b,5.52,2.21,805.0,5074.0,491.978
K2-346 b,5.73,2.26,450.0,4801.0,105.58
Kepler-1801 b,7.8,2.70926154,829.0,5738.0,839.332
HATS-51 b,244.09344,15.80469,1553.0,5758.0,389.57
HR 858 d,7.1,2.001,1061.0,6354.0,31.964
Kepler-1446 b,0.477,0.82,1539.0,4865.0,152.075
Kepler-956 b,9.27,3.0,1056.0,6040.0,544.939
ups Leo b,162.09248757,14.2,,4836.0,52.5973
HD 161178 b,181.16219199,14.1,,4786.0,107.188
K2-368 d,4.45,1.948,,4663.0,206.608
EPIC 212297394 c,5.77,2.27,866.0,5171.0,418.395
K2-349 b,2.48,1.38,518.0,4385.0,453.567
Kepler-1834 b,2.73,1.4593834,848.0,4821.0,500.395
Kepler-1859 b,3.13,1.58313575,1455.0,5887.0,1331.25
HATS-74 A b,464.02947422,11.56766808,895.1,3776.9,299.389
TOI-880 c,21.7,4.95,805.0,5050.0,60.6679
TOI-1278 b,5879.8255295,12.21778896,407.87,3799.0,75.5759
WASP-97 b,432.2488,12.77826,1555.0,5640.0,151.068
gam Psc b,425.89006538,13.6,,4742.0,41.3107
HD 219139 b,247.90615746,14.0,,4831.0,104.935
Kepler-98 b,3.55,1.99,1592.0,5539.0,350.315
Kepler-238 b,3305.02,1.73,1642.0,5751.0,1798.75
Kepler-67 b,8.96,2.94,602.0,5331.0,1131.19
WASP-46 b,607.0553,13.159366,1636.0,5600.0,375.31
WASP-48 b,254.264,16.8135,2035.0,5920.0,454.144
WASP-6 b,148.42586607,12.5428494,1167.0,5438.0,197.119
PDS 70 b,1017.0509024,21.96960217,1392.0,4109.0,113.064
TOI-1064 b,13.5,2.587,784.0,4734.0,68.0726
TrES-5 b,568.9157,13.383546,1480.0,5171.0,360.313
WASP-114 b,562.24127,15.008851,2043.0,5940.0,523.337
Kepler-1921 b,8.72,2.89459458,967.0,6120.0,928.989
HD 114386 c,117.59651059,13.4,,4895.0,27.9243
TOI-1442 b,1.71,1.17,1072.0,3330.0,41.1659
WASP-25 b,179.25522155,13.80946422,1217.0,5697.0,211.416
TOI-1064 c,2.5,2.651,634.0,4734.0,68.0726
K2-373 b,4.9,2.061,,6138.0,229.567
Kepler-1542 d,0.59,0.87,1010.0,5564.0,399.114
K2-316 c,4.01,1.83,423.0,3436.0,112.486
TOI-1295 b,451.31633794,15.69257298,2360.0,6280.0,388.227
K2-115 b,321.00669107,11.80305668,696.0,5870.0,413.591
K2-350 c,7.95,2.74,687.0,5789.0,489.368
TOI-261.02,11.2,3.34822227,1007.53,5890.3,114.495
TOI-1203 e,42.1,7.31,,5737.0,64.9943
Kepler-1764 b,18.8,4.55527871,511.0,6461.0,1542.48
Kepler-1269 b,3.29,1.63,657.0,5998.0,1097.23
Kepler-681 b,9.69,3.08,489.0,5021.0,686.923
K2-387 b,42.2,7.322,,3572.0,266.318
XO-1 b,263.7989,12.77826,1210.0,5750.0,163.553
WASP-190 b,317.83,12.89035,1500.0,6400.0,542.251
TOI-480 b,20.8,2.85372018,1198.94,6174.0,54.5306
K2-196 b,12.6,3.59970536,,6045.0,584.877
HD 200964 c,385.84562,13.7,,4982.0,72.5922
Kepler-1315 b,2.48,1.38,1541.0,4861.0,480.869
K2-239 d,1.37,1.1,399.0,3420.0,31.0849
K2-382 b,4.95,2.072,,5452.0,278.412
K2-192 b,2.92,1.52,939.0,5222.0,221.753
TRAPPIST-1 b,1.374,1.116,397.6,2566.0,12.42988881
TRAPPIST-1 d,0.388,0.788,286.2,2566.0,12.42988881
TRAPPIST-1 e,0.692,0.92,249.7,2566.0,12.42988881
TRAPPIST-1 g,1.321,1.129,197.3,2566.0,12.42988881
TRAPPIST-1 h,0.326,0.755,171.7,2566.0,12.42988881
TOI-4602.01,7.04,2.550449,1380.27,6011.9,63.0637
HATS-26 b,206.5895,19.61575,1918.0,6071.0,861.843
K2-190 b,2.41,1.35673729,,5631.0,160.679
TOI-1839 c,6.39,2.40867246,,5315.91,116.086
WASP-186 b,1341.2426,12.44199,1378.4,6361.0,278.514
TOI-4552 b,1.83,1.11,1122.0,3258.0,27.2684
TOI-261.01,9.51,3.0449863,1722.49,5890.3,114.495
TOI-1054.01,6.5,2.43432,853.0,6122.0,88.4343
K2-402 b,7.65,2.678,,5716.0,523.055
K2-117 c,4.9,2.06,537.0,3778.0,101.632
HD 18742 b,1080.622,13.1,,4940.0,162.685
Kepler-873 b,13.5,3.75,749.0,6163.0,1182.22
TOI-3837 b,187.51876013,10.87271128,1178.0,5905.0,311.705
K2-407 b,2.19,1.283,,5563.0,218.376
K2-380 b,7.89,2.729,,5911.0,249.303
Kepler-1297 b,0.871,0.97,1790.0,5818.0,1439.47
Kepler-80 f,4459.73,1.21,1054.0,4540.0,369.451
Kepler-113 c,8.7,2.18,628.0,4725.0,262.351
K2-384 d,2.52,1.392,,3623.0,82.6603
Wendelstein-1 b,188.15536,11.5609626,2198.0,4251.0,305.3
HATS-17 b,425.25654,8.709393,814.0,5846.0,400.331
TOI-3894 b,260.61929374,15.27784069,1531.0,6000.0,417.365
Kepler-1016 b,5.39,2.18,1540.0,5821.0,1402.82
WASP-68 b,343.2564,14.79588,1490.0,5910.0,226.399
HAT-P-56 b,734.1873,16.92559,1840.0,6566.0,320.639
K2-408 b,3.45,1.677,,5335.0,162.306
K2-384 e,2.37,1.345,,3623.0,82.6603
K2-395 b,7.26,2.597,,5007.0,286.727
K2-395 c,11.4,3.395,,5007.0,286.727
HIP 55507 b,2585.53409095,12.6,,4171.0,25.4893
WASP-79 b,270.15414595,17.14974047,1716.2,6600.0,246.69
K2-386 b,5.99,2.32,,5749.0,428.785
K2-396 b,3.12,1.579,,5236.0,274.864
OGLE-2019-BLG-0299L b,1976.89269154,12.7,,,5830.0
TOI-883 b,40.7,7.17166228,861.0,5713.15,102.637
TOI-3896 b,10.1,3.14949237,966.0,5110.91,181.653
TOI-5380 b,11.9,3.48093238,1479.0,6400.78,286.781
TOI-6677 b,28.7,5.83507112,334.0,6572.28,340.52
K2-409 b,6.72,2.482,,5742.0,431.031
Kepler-1651 b,4.04,1.84,393.0,3713.0,66.4074
Kepler-1354 b,9.11,2.97,466.0,6168.0,1119.45
HD 100546 b,2701.5414595,77.3421,,10500.0,109.677
HD 158996 b,4449.62,12.3,,4069.0,283.659
Kepler-610 b,16.3,4.19,888.0,5943.0,845.824
Kepler-1053 b,0.904,0.98,953.0,4529.0,151.129
Kepler-1932 b,2.91,1.51482218,1891.0,5278.0,713.733
Kepler-340 c,11.3,3.37,946.0,6620.0,808.762
Kepler-940 b,11.1,3.34,486.0,5769.0,1260.78
Kepler-524 c,0.84,0.96,1574.0,6014.0,1058.24
Kepler-534 c,2.02,1.227,933.0,5936.0,570.659
Kepler-647 b,1.71,1.17,788.0,6020.0,1087.87
K2-390 b,19.6,4.662,1119.0,5558.0,456.122
Kepler-130 b,1.04,1.02,982.0,5884.0,316.663
Kepler-1955 b,1.69,1.16654878,853.0,5825.0,449.351
K2-154 b,4.62,1.99,715.0,4097.0,129.356
K2-392 b,4.08,1.85,,5726.0,406.985
K2-393 b,6.13,2.352,,5678.0,265.914
K2-391 b,2.45,1.371,,5543.0,507.94
Kepler-537 b,2.57,1.41,1181.0,5763.0,439.4
Kepler-1546 b,9.96,3.13,671.0,5623.0,931.956
HD 106515 A b,6006.9568923,12.1,,5362.0,34.0915
Kepler-1030 b,6.71,2.48,529.0,4983.0,758.702
TOI-205 b,6.81,2.50121142,1799.55,6302.74,177.759
TOI-5614 b,10.4,3.21759316,817.0,4553.0,223.016
TOI-3785 b,14.95,5.14,582.0,3576.0,79.7634
HATS-13 b,172.58169,13.585308,1244.0,5523.0,421.855
WASP-47 e,9.0,1.83,1992.0,5565.0,264.78
TOI-4379 b,353.74301699,16.69017226,1869.38,6020.0,645.158
K2-28 b,5.99,2.32,568.0,3214.0,62.9969
GJ 9066 c,66.74396547,9.6,,3154.0,4.471
HD 155918 b,7.62788177,2.67,,5771.84,27.561
Kepler-1866 b,4.99,2.08215108,834.0,5791.0,976.737
TOI-4582 b,168.44905571,10.53644186,614.66,5190.0,383.846
TOI-2274 b,6.57,2.45,771.46,3943.0,48.876
TOI-5153 b,1036.12060682,11.88151954,906.0,6300.0,390.484
HATS-67 b,460.8535,18.887165,2193.0,6594.0,960.109
TOI-4145 A b,136.66621501,13.30506009,1074.0,5281.0,205.387
TOI-1269 b,6.4,2.40144286,1004.9,5499.0,172.138
WASP-178 b,527.5978,20.28829,2470.0,9360.0,427.678
HD 25463 b,8.7,2.54535814,1198.46,6353.0,45.6181
HD 73583 b,10.2,2.79,714.0,4511.0,31.5666
HD 73583 c,9.7,2.39,498.0,4511.0,31.5666
Kepler-633 c,5.89,2.296,725.0,5877.0,680.54
KMT-2021-BLG-0240L b,66.74396547,9.6,,,6600.0
Kepler-397 c,31.6,6.18,295.0,5307.0,969.0
Kepler-781 b,8.7,2.89,629.0,5162.0,1064.47
Kepler-1021 b,6.04,2.33,634.0,5431.0,810.082
Gaia-1 b,533.95172376,13.77583728,1159.07,5470.0,363.66
Gaia-2 b,259.66580852,14.81827249,1213.23,5720.0,209.229
K2-366 b,6.16,2.359,,5601.0,185.947
K2-232 b,126.49634,11.209,1030.0,6154.0,130.72
Kepler-1952 b,2.07,1.23923346,725.0,5973.0,852.062
Kepler-216 c,9.48,3.04,814.0,6091.0,1187.47
HD 153950 b,937.5985,13.2,,6124.0,48.4549
Kepler-1431 b,2.76,1.47,1064.0,5806.0,1623.24
GJ 806 c,5.8,2.28,490.0,3600.0,12.0445
WASP-42 b,167.49641,12.576498,1021.0,5315.0,177.291
TOI-1775 b,96.0,8.04728896,707.89,5284.0,149.234
TOI-2796 b,139.84449908,17.26183028,1205.0,5764.0,350.343
GJ 849 b,283.82076745,13.9,,3467.0,8.80058
TOI-2136 b,6.37,2.19,395.0,3342.0,33.3631
HATS-31 b,279.6904,18.38276,1823.0,6050.0,773.974
TOI-2427 b,3.89,1.8,1117.0,4072.0,28.5147
HIP 94235 b,379.0,3.0,1060.0,5991.0,58.5146
Wolf 503 b,6.26,2.043,790.0,4716.0,44.526
Kepler-1514 c,1.74,1.1758241,1066.0,6145.0,397.292
K2-368 b,2.34,1.332,,4663.0,206.608
TOI-1670 c,200.23189641,11.06326395,684.0,6170.0,168.067
TOI-880.02,5.43,2.19,1085.0,5050.0,60.6679
WASP-123 b,285.72917,15.13212395,1500.0,5740.0,197.996
EPIC 246851721 b,953.49,11.780659,1401.0,6202.0,372.632
TOI-1268 b,96.4,9.1,918.9,5300.0,109.557
TOI-6130 b,333.71982735,14.3474953,1750.0,6110.0,220.882
TRAPPIST-1 c,1.308,1.097,339.7,2566.0,12.42988881
TOI-1269 c,5.6,2.22999162,757.0,5554.02,172.138
TRAPPIST-1 f,1.039,1.045,217.7,2566.0,12.42988881
Kepler-396 b,75.5,3.5,496.0,5656.0,223.757
K2-376 b,3.66,1.736,,5937.0,161.61
KMT-2019-BLG-1367L b,4.08,1.85,,,4670.0
TOI-500 c,5.03,2.09,,4440.0,47.3924
GJ 514 b,5.2,2.13,202.0,3728.0,7.61778
K2-34 b,539.67534,13.75,1687.0,6168.0,348.646
K2-43 c,6.44,2.42,1093.7,3840.6,182.536
EPIC 206317286 c,5.03,2.094,,4752.0,314.35
TOI-1683.01,7.45,2.6382,929.25,4402.0,51.1884
TOI-5143 c,,16.25302201,904.48,5183.0,181.38
K2-396 c,9.93,3.124,,5236.0,274.864
HD 34445 f,37.9,6.88,,5836.0,46.0907
AB Aur b,2860.455663,12.5,,9770.0,162.127
TOI-620 b,13.6,3.76,603.6,3708.0,33.0231
mu2 Sco b,4576.7290608,12.3,,21700.0,
WASP-184 b,181.1631,14.90797,1480.0,6000.0,663.231
TOI-3976 A b,55.61997123,12.27383387,1295.0,5975.0,516.087
HD 156846 b,3391.2461,12.4,,6090.0,47.7332
Kepler-399 c,2.63,1.43,630.0,5502.0,740.537
Kepler-1802 b,3.43,1.671,581.0,4245.0,636.694
K2-375 b,5.66,2.243,,5822.0,696.1
TOI-431 c,2.83,1.49,867.0,4850.0,32.5686
TOI-451 c,3.7,2.93,865.0,5490.0,123.739
TOI-451 d,10.2,3.93,714.0,5490.0,123.739
PDS 70 c,2383.7130525,22.19378179,1054.0,4109.0,113.064
WASP-171 b,344.52772,10.98482,1642.0,5965.0,757.84
HATS-42 b,597.5204,15.6926,1856.0,6060.0,800.377
WASP-151 b,100.43377661,13.30506009,1312.0,5871.0,453.099
HD 168443 c,5500.33841154,12.2,,5491.0,39.6245
HD 168443 b,2424.3950886,12.6,,5491.0,39.6245
HD 169830 b,804.42369812,13.2,345.0,6300.0,37.6048
HIP 8541 b,2451.7283316,12.6,,4672.0,155.121
WASP-130 b,390.9309,9.97601,833.0,5625.0,172.256
Kepler-1099 b,8.4,2.83,1558.0,5837.0,1022.8
Kepler-289 b,3.7,2.49,607.0,5990.0,704.438
HIP 56640 b,2151.69831539,12.7,,4769.0,122.324
HD 181234 b,2980.91262925,12.5,,5386.0,47.7458
HIP 90988 b,668.07531151,13.4,,4883.0,94.0349
KOI-94 c,15.6,4.32,1012.0,6182.0,477.052
TOI-3629 b,82.63538582,8.29464572,690.0,3870.0,130.091
TOI-1696 b,48.8,3.09,489.0,3185.0,64.9172
HD 169830 c,2437.42605328,12.6,,6300.0,37.6048
Kepler-1863 b,5.74,2.26309256,508.0,5871.0,865.546
GJ 3929 b,1.75,1.09,568.0,3384.0,15.8095
CoRoT-36 b,216.12331676,15.80466279,1567.0,6730.0,925.958
KOINTREAU-1 b,3368.9811142,12.4,,3551.0,158.618
WASP-29 b,73.1009,8.63093,970.0,4800.0,87.5953
HD 221416 b,60.5,9.17,1314.67,5080.0,95.5483
TOI-1466 b,6.65,2.46741991,1001.0,4435.39,86.5783
TIC 24750448 b,6.51,2.43722231,,4545.43,178.146
TIC 65612701 b,22.7,5.07802804,,5692.29,151.624
TIC 86380416 b,6.4,2.4123612,,5723.74,244.68
Kepler-970 b,7.31,2.609,464.0,4290.0,331.545
Kepler-475 b,6.76,2.49,980.0,5009.0,280.069
Kepler-1836 b,7.05,2.55303229,1093.0,6123.0,1472.62
HD 11343 c,255.53403923,13.9,,4672.0,155.121
HD 140901 b,15.57359194,4.07,,5610.0,15.2528
TOI-2081 b,4.82,2.04,488.0,3800.0,62.3446
Kepler-385 b,12.8,2.73,951.0,6326.0,1432.61
EPIC 201238110 b,4.16,1.87,,3587.0,159.259
Kepler-691 b,5.02,2.09,460.0,3715.0,279.115
K2-381 c,4.66,2.0,,4473.0,145.701
GJ 317 b,794.5,13.3,,3496.0,15.1968
HD 102329 b,2593.4928,12.6,,4745.0,217.107
HD 114783 b,349.6,13.7,,5135.0,21.0628
HD 116029 b,444.962,13.6,,4819.0,123.245
